event_id,event_type,effective_year,event_date_est,event_date_precision,evidence_status,confidence,source,parent_ck,child_ck
c895ec68-54be-4fca-9ce3-c112d7e32dff,SPLIT,1997,1997-01-01,YEAR,OBSERVED,1.00,1cf17168f8b5,,
c8b39090-25ea-460f-95de-2763d32266f0,NEW_DISTRICT,1989,1989-01-01,YEAR,OBSERVED,1.00,469feed58f5f,IND-000010,IND-000509
c8b74a4b-f9ed-428b-bf90-b54bbd27e4f5,SPLIT,1997,1997-01-01,YEAR,OBSERVED,1.00,016b43e41a72,,
c8c0b7dd-a1a3-4b80-b226-a1e8e6ca648b,NEW_DISTRICT,1988,1988-01-01,YEAR,OBSERVED,1.00,7e8c1bc3333d,IND-000472,IND-000482
c8f69520-688a-4298-9116-0e4f2d94c621,SPLIT,2016,2016-01-01,YEAR,OBSERVED,1.00,b934366c5ca9,,
c90c91d9-8688-4e72-a77a-6f56b6372d7a,SPLIT,2019,2019-01-01,YEAR,OBSERVED,1.00,4d942343893d,,
c924ea3f-20a3-4d25-824f-dba4e19fe0fe,SPLIT,2022,2022-01-01,YEAR,OBSERVED,1.00,6dc1f6c10e2a,,
c92c5513-f102-4e4b-a44e-e691a3705c4d,NEW_DISTRICT,1998,1998-01-01,YEAR,OBSERVED,1.00,51a31307dc66,IND-000661,IND-000660
c937a010-63af-492f-9e33-79670c456840,SPLIT,1996,1996-01-01,YEAR,OBSERVED,1.00,9841d9398380,,
c97bc74e-a010-4316-88c4-f70c491fd895,SPLIT,1970,1970-01-01,YEAR,OBSERVED,1.00,6a632964a8f1,IND-000044,IND-000356
c982e7b2-2976-47e6-95aa-e65341962095,SPLIT,1997,1997-01-01,YEAR,OBSERVED,1.00,e3b4d00d965c,,
c9a2789b-d744-4949-a86a-7f26e6e21f96,SPLIT,2012,2012-01-01,YEAR,OBSERVED,1.00,618512c675b7,,
c9ba2f5f-48dc-4606-9184-139628552762,NEW_DISTRICT,1995,1995-01-01,YEAR,OBSERVED,1.00,01a0d7ad9cd3,IND-000532,IND-000717
ca589753-4a18-4d26-9e3d-c01158e780c1,NEW_DISTRICT,1990,1990-01-01,YEAR,OBSERVED,1.00,3fc80a9b3fd7,IND-000124,IND-000631
ca80deb0-03e4-44a2-8660-43dccc7641fa,SPLIT,1997,1997-01-01,YEAR,OBSERVED,1.00,ec01e5fb46ef,,
cac824a5-b1f4-4be6-9ec3-480b5abd1eec,SPLIT,2011,2011-01-01,YEAR,OBSERVED,1.00,b17efe34673f,,
cad89170-fc17-4191-8ae1-4763ec902a5e,NEW_DISTRICT,2014,2014-01-01,YEAR,OBSERVED,1.00,8587f018e1fc,IND-000409,IND-000867
caee3e28-8614-4d11-8812-65c5dd9d1372,SPLIT,1972,1972-01-01,YEAR,OBSERVED,1.00,f6a1e685b7d7,,
cb1742da-d2b6-4a9b-855b-19c5d40812fc,NEW_DISTRICT,2012,2012-01-01,YEAR,OBSERVED,1.00,006d2fe12df8,,
cb1920c5-7fef-4aac-b00d-74b0d6d1937f,SPLIT,2023,2023-01-01,YEAR,OBSERVED,1.00,28467a74e260,,
cb1c59e1-28b2-4fe4-a941-493f6171fb94,SPLIT,1997,1997-01-01,YEAR,OBSERVED,1.00,a6524e1e598e,IND-000116,IND-000595
cb313e7a-c5ff-4895-b708-38d66dfbce16,SPLIT,1976,1976-01-01,YEAR,OBSERVED,1.00,71dd119e75d3,,
cbb90321-2cde-498a-93bf-979d6cff4e16,NEW_DISTRICT,1981,1981-01-01,YEAR,OBSERVED,1.00,582e208d34f7,IND-000388,IND-000517
cc279ae3-29e3-4379-be37-6b3fa65018a4,NEW_DISTRICT,1989,1989-01-01,YEAR,OBSERVED,1.00,369aca1522a1,IND-000424,IND-000511
cc32d82d-1145-484f-abcc-09191cd45d90,NEW_DISTRICT,1997,1997-01-01,YEAR,OBSERVED,1.00,533d61222537,IND-000681,IND-000682
cc630202-debc-4bfb-b66a-a9d497564653,NEW_DISTRICT,2006,2006-01-01,YEAR,OBSERVED,1.00,6fe6f43d3018,IND-000339,IND-000728
cc78c592-1cf5-4815-81bd-757127bd8abf,SPLIT,2006,2006-01-01,YEAR,OBSERVED,1.00,6fe6f43d3018,,
cc88a02b-91e0-428f-ac62-d246dda4d500,RENAME,1991,1991-01-01,YEAR,OBSERVED,1.00,7892d4f78998,,
cc96183f-ee74-4dc8-af9f-0223185da0c9,NEW_DISTRICT,1982,1982-01-01,YEAR,OBSERVED,1.00,bee845215b74,,
cd20d14d-36a5-403b-adc9-b9e7e123cf58,SPLIT,2015,2015-01-01,YEAR,OBSERVED,1.00,3a617e5c7535,,
cd7a8980-c9c2-4d1a-ae74-203826ab3f5e,RENAME,2001,2001-01-01,YEAR,OBSERVED,1.00,db9dbc6359c1,,
cd7bd567-5ea3-4175-aebb-44f5df587322,SPLIT,1978,1978-01-01,YEAR,OBSERVED,1.00,27e22889dfad,,
cd9db67c-d572-4eaa-a90c-df1e1a9323b1,SPLIT,1997,1997-01-01,YEAR,OBSERVED,1.00,09069f6d7685,,
cda74b70-1b64-4b00-8cd4-1a17bc33e8b6,NEW_DISTRICT,1998,1998-01-01,YEAR,OBSERVED,1.00,61acc0349d03,IND-000657,IND-000658
ce1beb02-63af-4b0c-a81d-a8145c908957,RENAME,1971,1971-01-01,YEAR,OBSERVED,1.00,5fa77e12a84d,,
ceb0957b-31ba-43d7-8e26-d1ba634ded80,NEW_DISTRICT,2016,2016-01-01,YEAR,OBSERVED,1.00,48b449fbe2dd,IND-000450,IND-000907
ceb1b5de-9195-4424-b612-d32f43d28965,NEW_DISTRICT,1972,1972-01-01,YEAR,OBSERVED,1.00,047b2f67a8ba,IND-000108,IND-000433
cf328dfe-4b6a-472c-815e-c4145cabe5e9,SPLIT,2022,2022-01-01,YEAR,OBSERVED,1.00,05aa110382a0,,
cf8cc53b-e06e-421c-98d6-53032c022ba9,SPLIT,1953,1953-01-01,YEAR,OBSERVED,1.00,ceef75ac9135,,
cfe15f88-a976-4bd7-911f-165d495e2e26,SPLIT,2009,2009-01-01,YEAR,OBSERVED,1.00,64e8083c1942,IND-000411,IND-000801
d0552555-5d0e-4084-a17f-0424d2962f5d,NEW_DISTRICT,1973,1973-01-01,YEAR,OBSERVED,1.00,618bea30ec09,IND-000191,IND-000656
d0629089-f038-44b9-ad1e-9d77a94cc37b,SPLIT,1979,1979-01-01,YEAR,OBSERVED,1.00,ee177be6e631,,
d0892f39-6eb4-4277-ba88-b90e5b5a0b02,NEW_DISTRICT,2019,2019-01-01,YEAR,OBSERVED,1.00,71edda46d3a4,IND-000833,IND-000892
d0958797-522c-410a-9f3a-6ecb69e95025,NEW_DISTRICT,2017,2017-01-01,YEAR,OBSERVED,1.00,84db65100cb1,IND-000302,IND-000900
d0be964c-9184-475b-b398-b0b7dc190a48,SPLIT,1972,1972-01-01,YEAR,OBSERVED,1.00,36644fbd6cc6,,
d0e20f52-5729-438d-9a6b-210affe3f1ee,SPLIT,2012,2012-01-01,YEAR,OBSERVED,1.00,decfb084f11a,,
d0e73d6c-2249-4511-8f8d-9358040d44f9,NEW_DISTRICT,1990,1990-01-01,YEAR,OBSERVED,1.00,d03e4b56e4a9,,
d0ee6ee5-9464-430f-93e8-9de7ec47dda8,NEW_DISTRICT,1991,1991-01-01,YEAR,OBSERVED,1.00,1945868960d1,IND-000115,IND-000588
d10f9dae-e7dc-49e9-862f-b9cbe22f472f,NEW_DISTRICT,2006,2006-01-01,YEAR,OBSERVED,1.00,b571cabaf465,IND-000429,IND-000725
d137f9b2-a871-447c-8a0d-43bb9927413b,SPLIT,1995,1995-01-01,YEAR,OBSERVED,1.00,6e6ca1d340df,,
d14ca541-a16c-425b-93ca-ffdf8425f12e,NEW_DISTRICT,1981,1981-01-01,YEAR,OBSERVED,1.00,595af4035b7a,IND-000308,IND-000924
d1558dd1-5739-43b5-853a-99dc02ee52ff,SPLIT,2019,2019-01-01,YEAR,OBSERVED,1.00,789c72e48fa5,,
d15ed765-11c1-4bf8-a3e3-4b2d2fe0fa64,SPLIT,1992,1992-01-01,YEAR,OBSERVED,1.00,2f58b8e20198,IND-000312,IND-000619
d166799c-8c31-4f8a-8077-d31ecc6dd0e9,SPLIT,2023,2023-01-01,YEAR,OBSERVED,1.00,eda7e2a313fd,,
d194478d-a3bf-4a67-8369-988c5933a16e,NEW_DISTRICT,1999,1999-01-01,YEAR,OBSERVED,1.00,a08a9842f83e,IND-000694,IND-000693
d1980451-2581-415a-89a2-5a38e68cd050,SPLIT,1972,1972-01-01,YEAR,OBSERVED,1.00,126b69c72d76,,
d1caa0fa-beab-473a-a426-3f5ab61ce786,SPLIT,2017,2017-01-01,YEAR,OBSERVED,1.00,ff98dbec43a1,,
d1d2c275-6c65-46c2-8baf-2a88222a3b8d,NEW_DISTRICT,1966,1966-01-01,YEAR,OBSERVED,1.00,a688df1e3a6c,IND-000327,IND-000686
d1ef5f30-8eb0-41b6-804a-4ad37f4c055a,NEW_DISTRICT,2000,2000-01-01,YEAR,OBSERVED,1.00,c6381413219c,,
d1f6110e-47f0-4e6b-ac3c-a6c032b4cca5,SPLIT,1998,1998-01-01,YEAR,OBSERVED,1.00,acb5efb5824b,,
d20ff19c-fe7b-44cd-97ca-35e304eefcdb,NEW_DISTRICT,1998,1998-01-01,YEAR,OBSERVED,1.00,b614a02cee93,IND-000689,IND-000690
d289a1ff-2330-4841-9678-b3300ff862d9,SPLIT,1991,1991-01-01,YEAR,OBSERVED,1.00,767a8717faaa,IND-000360,IND-000623
d2d2b179-638e-47e5-8a36-96c257fbbc03,SPLIT,1985,1985-01-01,YEAR,OBSERVED,1.00,701a0eefba4c,,
d30a0df7-b20d-4e4a-914c-5d0f63faf101,NEW_DISTRICT,1979,1979-01-01,YEAR,OBSERVED,1.00,2c6ec090c1af,IND-000322,IND-000425
d3243590-d339-4c0d-bf59-07c899b20e46,SPLIT,1997,1997-01-01,YEAR,OBSERVED,1.00,9d9cac0a4404,,
d3bff707-d836-420b-aef0-6eef115861e5,SPLIT,1998,1998-01-01,YEAR,OBSERVED,1.00,ddf40182139a,,
d3f4ab31-f7af-49b1-a430-64e185b30ee4,RENAME,1991,1991-01-01,YEAR,OBSERVED,1.00,f2c78d7363ab,,
d405bed1-dcaf-407a-a1a4-bbe72e0b3cd1,NEW_DISTRICT,1993,1993-01-01,YEAR,OBSERVED,1.00,4d942343893d,IND-000201,IND-000713
d4083c81-446c-4364-96a1-8b668304d7e0,SPLIT,1965,1965-01-01,YEAR,OBSERVED,1.00,3d4d6521d5a9,,
d416755b-a9df-4967-9aef-a2fba0379ab3,NEW_DISTRICT,2019,2019-01-01,YEAR,OBSERVED,1.00,fb14b1fac409,,
d4187a8c-487e-43bd-b8f4-e12eed34090e,SPLIT,1997,1997-01-01,YEAR,OBSERVED,1.00,90c5cc3fc088,,
d42ecb2b-ba78-4e39-8f5f-11e4c47047fa,RENAME,2011,2011-01-01,YEAR,OBSERVED,1.00,0ed791169340,,
d47b69fa-c7ab-4c53-9763-6f69b6203766,NEW_DISTRICT,2016,2016-01-01,YEAR,OBSERVED,1.00,b13482297e41,IND-000806,IND-000906
d4a351ed-a384-443b-a68d-538ddf34663d,SPLIT,1997,1997-01-01,YEAR,OBSERVED,1.00,74307a55daf8,IND-000390,IND-000608
d4b983b8-7912-440b-a224-04a38aad406b,SPLIT,1989,1989-01-01,YEAR,OBSERVED,1.00,ddbfb8fa2684,,
d4e3ffd7-19df-4977-86ab-981d80f81b3c,NEW_DISTRICT,1997,1997-01-01,YEAR,OBSERVED,1.00,49f3f9a47142,IND-000283,IND-000580
d5125885-a63a-45a2-a441-fbf26cc284cf,SPLIT,2015,2015-01-01,YEAR,OBSERVED,1.00,3a19e7e11655,,
d5783d84-5243-41ec-b227-acb89d40abf6,SPLIT,2016,2016-01-01,YEAR,OBSERVED,1.00,abf69f9243dd,,
d59778cb-c936-46f5-bf5c-33f9bd969e17,SPLIT,1970,1970-01-01,YEAR,OBSERVED,1.00,6486bc501703,IND-000044,IND-000357
d5eff0cb-ff9d-4a66-b5ca-787f2a6ddacb,NEW_DISTRICT,1998,1998-01-01,YEAR,OBSERVED,1.00,d0e00268271c,IND-000654,IND-000929
d5fb28d4-6dd7-49fd-b3c3-e0d4931ef142,SPLIT,2007,2007-01-01,YEAR,OBSERVED,1.00,01a0d7ad9cd3,,
d6200a85-6829-4480-b995-6cb31902f15b,SPLIT,2019,2019-01-01,YEAR,OBSERVED,1.00,71edda46d3a4,,
d697ec0b-afd6-49a1-9957-09feb47c2b44,SPLIT,2022,2022-01-01,YEAR,OBSERVED,1.00,78b9a7cf8619,,
d709260a-fa8b-48c9-8ee0-29c52dc26c22,RENAME,2011,2011-01-01,YEAR,OBSERVED,1.00,563295ddc910,,
d72007a5-1020-4121-bccf-713b099faaf3,SPLIT,1973,1973-01-01,YEAR,OBSERVED,1.00,7664a65e599c,,
d7288eac-7a5b-4036-b542-2e5a811d45e5,NEW_DISTRICT,1997,1997-01-01,YEAR,OBSERVED,1.00,1cc5c5352fcb,IND-000116,IND-000552
d756fde2-21fa-4436-8fcb-f4b61389efc9,NEW_DISTRICT,1972,1972-01-01,YEAR,OBSERVED,1.00,fe786ecaade0,IND-000112,IND-000443
d7bee9e7-4f8d-4414-9a86-4cfa2ceab8bd,SPLIT,1987,1987-01-01,YEAR,OBSERVED,1.00,dab92636cf87,,
d7ce07ae-e7c9-4457-b42d-d0a4182ef00c,SPLIT,1997,1997-01-01,YEAR,OBSERVED,1.00,1186f45163b1,,
d7eaff56-69e9-4bbf-89b1-ca4f6c7a516a,NEW_DISTRICT,1966,1966-01-01,YEAR,OBSERVED,1.00,6c32e09d7888,IND-000242,IND-000325
d7f17335-0957-4efc-b812-1c43007be50f,RENAME,1971,1971-01-01,YEAR,OBSERVED,1.00,76bd3784bc10,,
d80f1d95-fcad-4f60-a793-bfb9b8866b7b,NEW_DISTRICT,1997,1997-01-01,YEAR,OBSERVED,1.00,ea0e371c4768,IND-000256,IND-000569
d88193a7-6cbd-4397-a2d5-9b3ce952526a,RENAME,1961,1961-01-01,YEAR,OBSERVED,1.00,70a0ac98cf27,,
d8c5d120-d4b5-47fd-9fff-dfd295f58838,NEW_DISTRICT,2013,2013-01-01,YEAR,OBSERVED,1.00,addfc69e3aec,,
d8f01972-1535-4451-82c4-07aa1832b3dd,NEW_DISTRICT,1986,1986-01-01,YEAR,OBSERVED,1.00,c2fe3b0375b7,IND-000803,IND-000525
d91a7114-5319-497e-920f-75be62a9ab21,RENAME,2011,2011-01-01,YEAR,OBSERVED,1.00,9e8fd2d930b9,,
d92963ea-7d86-4c68-8d06-c7fe4fefef44,SPLIT,2022,2022-01-01,YEAR,OBSERVED,1.00,a60bb91e61c3,,
d9424ffd-dc8d-4e1b-b97e-700417a918eb,SPLIT,1956,1956-01-01,YEAR,OBSERVED,1.00,411e1aaa1d8d,,
d9476df2-7efb-4539-9bcd-199128a25c7d,NEW_DISTRICT,1969,1969-01-01,YEAR,OBSERVED,1.00,4b574d9b34ec,IND-000130,IND-000345
d950787d-b5fc-4349-867b-8fdc3ed81031,NEW_DISTRICT,1989,1989-01-01,YEAR,OBSERVED,1.00,c89f53c94fd1,IND-000023,IND-000507
d960b4d3-b2ef-4cfb-a65e-a8a2fc04008e,SPLIT,1998,1998-01-01,YEAR,OBSERVED,1.00,13828246ee18,,
d9692acd-e5d4-4b0e-bf71-56b681dd99bf,RENAME,2011,2011-01-01,YEAR,OBSERVED,1.00,a7de22839042,,
d97261f7-b39f-4704-a5bc-2171af2f47ed,NEW_DISTRICT,1993,1993-01-01,YEAR,OBSERVED,1.00,d153edd2abe9,IND-000227,IND-000641
d995868b-ff7b-4c4c-89cc-0f1f7a27b9d2,SPLIT,1997,1997-01-01,YEAR,OBSERVED,1.00,19a2fb375af9,,
d9fd71c0-359f-4918-993c-6e071d0aa0bd,SPLIT,1972,1972-01-01,YEAR,OBSERVED,1.00,9c440fbafeb8,,
da0781f4-670e-467f-958f-8bfafe8d853a,SPLIT,1997,1997-01-01,YEAR,OBSERVED,1.00,bb06e5b1e0a4,,
da2b9d1a-c744-457c-b58f-17a144f81284,NEW_DISTRICT,2017,2017-01-01,YEAR,OBSERVED,1.00,60a19ff6ac9b,,
da2f1571-3fbe-4785-b5ab-c2bf88cd9f24,SPLIT,2016,2016-01-01,YEAR,OBSERVED,1.00,311c8bceeb8e,IND-000818,IND-000905
da35f9fd-69ea-4edb-9449-b9e268fb94bc,SPLIT,2012,2012-01-01,YEAR,OBSERVED,1.00,283447acbda3,,
da4bc425-856a-413a-95b6-e647676bbe34,NEW_DISTRICT,2015,2015-01-01,YEAR,OBSERVED,1.00,004658660622,IND-000356,IND-000865
da4f7fc3-b10f-40d2-b4f5-b00152823c37,SPLIT,1997,1997-01-01,YEAR,OBSERVED,1.00,e17b8cc7063a,,
da7bef8a-24ed-40bd-94c8-9d4d0a1f5bb0,SPLIT,1987,1987-01-01,YEAR,OBSERVED,1.00,c1ce8ff8705b,,
da8778f4-c6bc-4530-8bb5-edf7c2151397,SPLIT,1999,1999-01-01,YEAR,OBSERVED,1.00,991ade82234e,,
da8903f9-fa3c-416e-b571-4bf3a28bf922,RENAME,1961,1961-01-01,YEAR,OBSERVED,1.00,2a477a4fd6f3,,
dac4eb8f-ae42-451b-81d8-15fb26affdfe,NEW_DISTRICT,1972,1972-01-01,YEAR,OBSERVED,1.00,36644fbd6cc6,IND-000379,IND-000386
dae500e1-2c34-46cd-aeb5-e2a2bad2f8de,SPLIT,2005,2005-01-01,YEAR,OBSERVED,1.00,2aae565430aa,,
daf024e4-4c8f-481f-a4f0-4a2cba4d7576,SPLIT,2001,2001-01-01,YEAR,OBSERVED,1.00,ff98dbec43a1,,
daf29bd4-4acd-499a-ab5d-13753c0bf866,SPLIT,1980,1980-01-01,YEAR,OBSERVED,1.00,3a617e5c7535,,
db065b56-4284-4aad-b6e7-1d8d3f92535d,SPLIT,1974,1974-01-01,YEAR,OBSERVED,1.00,24a34cee1b33,IND-000352,IND-000413
db3b1555-b274-430e-998a-28aff22a834d,SPLIT,1978,1978-01-01,YEAR,OBSERVED,1.00,ce5a5080bb2c,IND-000387,IND-000823
db56cd8b-6c9e-40a4-a754-febc35b1c262,SPLIT,1998,1998-01-01,YEAR,OBSERVED,1.00,ce971eacba7f,,
db8cf9b2-6805-4622-a6c6-eb3a0b99ac97,SPLIT,1982,1982-01-01,YEAR,OBSERVED,1.00,bee845215b74,IND-000377,IND-000524
db9367d8-a555-405f-86a0-738a372663ef,SPLIT,1976,1976-01-01,YEAR,OBSERVED,1.00,dcd16ad19c25,,
dbc3434f-84ed-48e2-99a2-113fe059db97,NEW_DISTRICT,1960,1960-01-01,YEAR,OBSERVED,1.00,27300b07aef0,,
dbc69178-fc91-4796-a845-edaf342dfd87,SPLIT,1997,1997-01-01,YEAR,OBSERVED,1.00,533d61222537,,
dbfd1e67-f5d2-4659-8baa-ca71243af7b6,SPLIT,2016,2016-01-01,YEAR,OBSERVED,1.00,b13482297e41,,
dc01bec1-1586-4407-879b-e172501a25c2,SPLIT,1989,1989-01-01,YEAR,OBSERVED,1.00,ce12985785a8,IND-000471,IND-000476
dc172576-4c93-4562-b398-486bfdd168b0,SPLIT,1956,1956-01-01,YEAR,OBSERVED,1.00,b494c5c475ba,IND-000187,IND-000670
dc1ec3de-de22-46ba-81f7-90399134a3f4,NEW_DISTRICT,2020,2020-01-01,YEAR,OBSERVED,1.00,3bece99c1c38,IND-000654,IND-000908
dc325f99-0756-4bb5-9b0e-59e471361d0f,SPLIT,1975,1975-01-01,YEAR,OBSERVED,1.00,cc31e664b406,,
dc33f423-4f98-48cc-936b-334c6b0e8e26,NEW_DISTRICT,1993,1993-01-01,YEAR,OBSERVED,1.00,6f64d529d25a,IND-000225,IND-000638
dc611ecf-7175-4226-af71-6d583543f73a,RENAME,1961,1961-01-01,YEAR,OBSERVED,1.00,3df848b603c1,,
dc90f197-e97f-4be0-b67d-89e8559c0fcc,NEW_DISTRICT,1994,1994-01-01,YEAR,OBSERVED,1.00,f934e7341368,IND-000603,IND-000604
dcf7cd4a-a31d-4940-b72e-3bbf304450ab,SPLIT,1972,1972-01-01,YEAR,OBSERVED,1.00,496067925268,IND-000369,IND-000454
dd01e377-8bb0-4e96-86d4-d5636393b0c0,NEW_DISTRICT,2018,2018-01-01,YEAR,OBSERVED,1.00,621e1159b396,IND-000883,IND-000954
dd2bb1a2-6916-4690-8a3c-783d0be2c696,RENAME,1951,1951-01-01,YEAR,OBSERVED,1.00,436eaf7a8e66,,
dd491feb-3012-4651-a956-344555d607ba,NEW_DISTRICT,1994,1994-01-01,YEAR,OBSERVED,1.00,49f579c04db8,IND-000228,IND-000635
dd52625f-6af8-4083-916f-3ce7af3524d5,RENAME,1961,1961-01-01,YEAR,OBSERVED,1.00,3a617e5c7535,,
dda00bab-a432-4f34-bfb7-d2d9eb3a9776,SPLIT,1989,1989-01-01,YEAR,OBSERVED,1.00,3b68c18db0e3,,
dda20865-01c6-415f-b9a1-128da714ada3,SPLIT,1983,1983-01-01,YEAR,OBSERVED,1.00,9fa5f5e60c20,,
de64eb3a-34b3-4160-92f4-2a16ead57a69,SPLIT,2004,2004-01-01,YEAR,OBSERVED,1.00,41871a067303,IND-000506,IND-000756
de6a146b-ae26-482c-87d3-43033f74f1b5,SPLIT,2015,2015-01-01,YEAR,OBSERVED,1.00,004658660622,,
de6fc419-8ae7-40a4-93ca-5bed48ecf2bd,SPLIT,1997,1997-01-01,YEAR,OBSERVED,1.00,1f643244d4a0,,
de7bbfd9-4dfb-4d99-ad0a-a1ab19bb9884,SPLIT,1957,1957-01-01,YEAR,OBSERVED,1.00,beab05e2b0ec,IND-000098,IND-000377
de7fabe4-8334-4d85-9ca8-254aa32fcade,SPLIT,1972,1972-01-01,YEAR,OBSERVED,1.00,132dd581c391,IND-000119,IND-000360
debb63ca-06be-4cb2-ba22-fe0b03f8e9fa,SPLIT,1956,1956-01-01,YEAR,OBSERVED,1.00,b5e5ae542adf,,
dec53a00-a198-4a1d-a2d4-d645277cc70f,NEW_DISTRICT,2003,2003-01-01,YEAR,OBSERVED,1.00,746d07c422a3,IND-000669,IND-000775
dec58c27-be67-4078-8b91-2065202b9b50,SPLIT,2019,2019-01-01,YEAR,OBSERVED,1.00,d42acaff34cf,IND-000016,IND-000808
ded82ccb-daa2-4249-b063-5ab46d6b11e8,SPLIT,2006,2006-01-01,YEAR,OBSERVED,1.00,f734dd93dae1,,
dee85d98-7b49-497d-ad99-199b2181c767,SPLIT,2022,2022-01-01,YEAR,OBSERVED,1.00,ff073b081084,,
defe987e-f7ee-4f2e-9cc0-702d4ed09f70,RENAME,1981,1981-01-01,YEAR,OBSERVED,1.00,ac76394d6649,,
df083c5d-d57d-4811-9f90-acd90c06ac65,SPLIT,2023,2023-01-01,YEAR,OBSERVED,1.00,d4fe6badafe8,,
df464bef-ba47-4145-a444-ebaadfcda4a8,SPLIT,1993,1993-01-01,YEAR,OBSERVED,1.00,b9980dc6ea20,,
df4b8c2a-118f-4f8c-b5a7-649f0aa4d679,RENAME,2011,2011-01-01,YEAR,OBSERVED,1.00,cea680d5d2c2,,
df68e4ff-9a0d-45c0-8f03-138e50b22b2b,NEW_DISTRICT,1993,1993-01-01,YEAR,OBSERVED,1.00,31aa768e2a51,,
dfe14e43-1f5c-4f8b-8035-014eeeb04a17,NEW_DISTRICT,1956,1956-01-01,YEAR,OBSERVED,1.00,7914cccd8778,IND-000187,IND-000672
dfe181f5-050f-4251-b4bf-e04b984dbc9e,RENAME,1951,1951-01-01,YEAR,OBSERVED,1.00,ceea77720cc2,,
e00bf8de-4ada-4035-bca5-7e4030ace0c7,SPLIT,1956,1956-01-01,YEAR,OBSERVED,1.00,0d5819c618bd,,
e0172320-9e8f-4b53-991e-834af105cafc,NEW_DISTRICT,1988,1988-01-01,YEAR,OBSERVED,1.00,dfcedec5b532,IND-000252,IND-000478
e0344fdf-3fdb-407a-9310-b31654b44ec7,NEW_DISTRICT,2003,2003-01-01,YEAR,OBSERVED,1.00,c2c1391981df,IND-000019,IND-000757
e034d4c9-48ac-4d96-a57c-c5db2b232df5,NEW_DISTRICT,1998,1998-01-01,YEAR,OBSERVED,1.00,9cdbd0cd8569,IND-000183,IND-000674
e050c40f-6ee0-4128-9e57-325370661735,RENAME,2011,2011-01-01,YEAR,OBSERVED,1.00,2a3409cf515e,,
e064d174-97cf-4193-9b31-45758f568232,SPLIT,2016,2016-01-01,YEAR,OBSERVED,1.00,499aa95fc8a1,,
e0a4261d-b551-4c83-9416-d1ffd712c7e7,SPLIT,2006,2006-01-01,YEAR,OBSERVED,1.00,8a8bcea18434,,
e0a7cae9-7fbc-42e6-93bb-176708fbe7d0,SPLIT,1976,1976-01-01,YEAR,OBSERVED,1.00,82dbe257807f,IND-000024,IND-000392
e0cf5dc5-144c-4e03-948b-6d560a934b1e,NEW_DISTRICT,1997,1997-01-01,YEAR,OBSERVED,1.00,4f15d8ea7741,IND-000544,IND-000543
e0d3ff1f-33db-48e4-8087-f894f4c7dcb7,NEW_DISTRICT,1972,1972-01-01,YEAR,OBSERVED,1.00,d5b238520160,IND-000106,IND-000431
e0d9216c-424a-4094-8e89-2c62c36bd41a,NEW_DISTRICT,2022,2022-01-01,YEAR,OBSERVED,1.00,1d36c7e57619,,
e10fa354-77c2-405d-9df5-9493b5e9ddaa,SPLIT,1991,1991-01-01,YEAR,OBSERVED,1.00,90c5cc3fc088,,
e119fdec-c024-40e6-ac94-ec9040d73354,NEW_DISTRICT,2016,2016-01-01,YEAR,OBSERVED,1.00,764060025f05,IND-000332,IND-000829
e1763b6b-3064-48b5-8c6f-558f69e79055,SPLIT,2022,2022-01-01,YEAR,OBSERVED,1.00,1b437315b8d5,,
e1b94570-8f69-48d3-b078-53ed9bb49591,SPLIT,1956,1956-01-01,YEAR,OBSERVED,1.00,95ec2f91aa31,IND-000143,IND-000334
e1be6f42-fd1e-4b5c-b5c8-1194508c6ce6,SPLIT,1981,1981-01-01,YEAR,OBSERVED,1.00,b269a6dd203b,,
e1c3176c-8ea7-4e9f-9dc8-eccc2eee432d,RENAME,2011,2011-01-01,YEAR,OBSERVED,1.00,c9a828051ada,,
e1c61940-a1ee-4d04-853e-d6f83df63160,SPLIT,2015,2015-01-01,YEAR,OBSERVED,1.00,9031159ae2b7,,
e1cee189-b741-4f27-b543-20ec8a785d7b,SPLIT,2002,2002-01-01,YEAR,OBSERVED,1.00,55e0a04cea78,IND-000305,IND-000759
e2037173-b792-4461-a961-02db3669e1de,SPLIT,2007,2007-01-01,YEAR,OBSERVED,1.00,9b03eaff332f,,
e21a44c0-cf92-4343-953e-b20052d8ae46,NEW_DISTRICT,1994,1994-01-01,YEAR,OBSERVED,1.00,e4217653930c,IND-000445,IND-000590
e21b434e-3fdb-4452-b8fe-818493c5f000,NEW_DISTRICT,1968,1968-01-01,YEAR,OBSERVED,1.00,8cdfcbae2dcd,,
e22b21e0-e21f-4309-93c3-190ba3eb9bdc,SPLIT,1993,1993-01-01,YEAR,OBSERVED,1.00,21b32133fc69,,
e299667a-dae1-4c0c-9d4b-d6ed2ba8c9dc,SPLIT,1973,1973-01-01,YEAR,OBSERVED,1.00,3192e2052a61,,
e2a862e1-63b2-474b-b995-d8ef7fa9cbd4,SPLIT,1998,1998-01-01,YEAR,OBSERVED,1.00,bf9d1f7bf4f8,,
e2ea4cc1-7fbb-47c0-bcdd-8246cdd3c515,SPLIT,2011,2011-01-01,YEAR,OBSERVED,1.00,d0d505edc283,,
e3a0b693-d136-4e76-bfa4-b534f5f06aef,SPLIT,2013,2013-01-01,YEAR,OBSERVED,1.00,94c1fb821ccb,IND-000778,IND-000879
