event_id,event_type,effective_year,source_ck,source_district_name,source_state,target_ck,target_district_name,target_state,source_snapshot_id,target_snapshot_id,source_area_before_km2,target_area_before_km2,source_area_after_km2,target_area_after_km2,area_transferred_km2,area_received_km2,area_relinquished_km2,raw_transfer_weight,statistical_weight,coverage_score,overlap_excess,area_measurement_method,measurement_status,crosswalk_status,relationship_type,evidence_type,confidence,normalization_method,distribution_assumption,pipeline_run_id,area_retained_km2,overlap_area_km2,unaccounted_area_km2,net_source_area_change_km2,net_target_area_change_km2
001b4f47-1e20-4917-98f6-b25a7138951c,NEW_DISTRICT,2022,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0022f420-a92f-43f6-ab84-be7419e53e73,NEW_DISTRICT,1954,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
00525c22-1a80-41d1-aa8b-bc70ed994752,NEW_DISTRICT,1973,IND-000364,Karnal,Haryana,IND-000447,Kurukshetra,Haryana,2095,2577,7765.213542005201,,3819.800352357889,3945.507444718086,3945.4587274148444,3945.4587274148444,3945.4587274148444,0.508094040952287,0.32989274072491975,1.0,0.5401795136073031,AREA_WEIGHTED,MEASURED,MEASURED_NORMALIZED,FORMED_FROM,,1.00,PROPORTIONAL_APPORTIONMENT,Weights normalized (pre-normalization sum=1.540) due to overlapping target geometries detected in crosswalk_errors,149f2020-a4d9-4dff-a50f-44da4f58f1cd,3819.800352357889,4194.609274177213,-0.04553776753255079,-3945.413189647312,3945.507444718086
00772328-768d-49cb-84f3-f70debc83d68,RENAME,1951,,,,,,,,,,,,,,,,,,,,,NON_SPATIAL,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
009aa08c-0639-4867-9e65-a4222fcedb37,NEW_DISTRICT,1972,IND-000108,Shahabad,Bihar,IND-000432,Bhojpur,Bihar,585,2491,11320.00803793858,,,4094.9306682466026,4094.8693752859585,4094.8693752859585,4094.8693752859585,0.36173732046498186,0.2501998413498806,1.0,0.4457935645096063,AREA_WEIGHTED,MEASURED,MEASURED_NORMALIZED,FORMED_FROM,,1.00,PROPORTIONAL_APPORTIONMENT,Weights normalized (pre-normalization sum=1.446) due to overlapping target geometries detected in crosswalk_errors,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,5046.386733510034,7225.138662652622,,4094.9306682466026
00f07bb3-21fa-4456-820c-128f80d764ae,SPLIT,1953,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
00fd30f3-159b-4782-89b2-05a3f3e8e632,SPLIT,1973,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
010a97d3-a255-4fd8-a610-fa81e819f64c,NEW_DISTRICT,1956,IND-000143,Jammu and Kashmir,Jammu and Kashmir,IND-000322,Ladakh,Jammu and Kashmir,708,1824,,,,96362.68229164062,,,,,,0.0,,UNMEASURED,UNMEASURED,UNMEASURED,FORMED_FROM,,1.00,NONE,No geometric data available for this lineage pair,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,96362.68229164062
010b7fd8-bc16-4959-bb0c-5ad3acba19e5,NEW_DISTRICT,2022,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0110aee8-99a8-4d53-b456-593c60f4a4d2,SPLIT,1957,IND-000212,Malabar,Madras,IND-000335,Kozhikode,Kerala,1038,1897,12789.189098051245,,,6574.145904678048,6573.846948370346,6573.846948370346,6573.846948370346,0.5140159315786516,0.3705636849384977,1.0,0.387119009419292,AREA_WEIGHTED,MEASURED,MEASURED_NORMALIZED,SPLIT_FROM,,1.00,PROPORTIONAL_APPORTIONMENT,Weights normalized (pre-normalization sum=1.387) due to overlapping target geometries detected in crosswalk_errors,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,4950.938214913606,6215.3421496809,,6574.145904678048
01c15e1c-06f7-4669-bba3-c4d9cd16f90f,SPLIT,2008,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0241db55-cbcc-471a-97c1-8fef3f4df2eb,SPLIT,2001,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
02426a43-405f-4db0-b68f-ef5e75b9c7f9,SPLIT,1972,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
02617eb3-e659-4a95-89bf-7b6abb75b754,SPLIT,1991,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0271f61f-a9fe-43da-80e2-50c0b02ec05d,NEW_DISTRICT,1992,IND-000601,Lower Subansiri,Arunachal Pradesh,IND-000600,Papum Pare,Arunachal Pradesh,3109,3104,,,9423.178915753346,3364.3232481089512,,,,,,,,,UNMEASURED,UNMEASURED,FORMED_FROM,,1.00,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,9423.178915753346,0.0,,,3364.3232481089512
029b70dc-ef7e-45b7-8a28-f815036b0677,SPLIT,1972,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
02cd6089-51cd-43d0-9c64-a967f6d14876,SPLIT,2015,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
04af41e0-082f-4f6c-a530-5973f35c0b8d,SPLIT,2016,IND-000816,,,IND-000825,Siddipet,Telangana,,4011,,,2749.53751080338,3626.567979082939,,,,,,,,,UNMEASURED,UNMEASURED,FORMED_FROM,,1.00,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,2749.53751080338,0.0,,,3626.567979082939
04c1734d-f090-4535-81c8-a5bd38e42035,SPLIT,1987,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
04ceb673-eba9-452a-8a7a-5905d00b86fc,RENAME,1961,,,,,,,,,,,,,,,,,,,,,NON_SPATIAL,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
052000a0-5d2d-4004-a184-0f61ac93f8a4,RENAME,2001,,,,,,,,,,,,,,,,,,,,,NON_SPATIAL,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
054634ab-1e42-4f94-9d46-10a2f83c9c4a,NEW_DISTRICT,1994,IND-000474,Deoria,Uttar_pradesh,IND-000581,Kushinagar,Uttar Pradesh,2688,3031,5360.606689055379,,,2848.8975527791185,2848.8804383035067,2848.8804383035067,2848.8804383035067,,0.5314473908559635,1.0000528010772372,,AREA_WEIGHTED,MEASURED,MEASURED,FORMED_FROM,,1.00,NONE,Uniform spatial distribution assumed across district area; no ancillary data available for this build,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,2511.7262507518726,,2848.8975527791185
0585ef2a-050d-4878-8ec8-23abda9c4d40,NEW_DISTRICT,1987,IND-000503,,,IND-000500,Changlang,Arunachal_pradesh,,2740,,,2171.4794283737606,4973.193940622871,,,,,,,,,UNMEASURED,UNMEASURED,FORMED_FROM,,1.00,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,2171.4794283737606,0.0,,,4973.193940622871
05aab76a-c10e-49bb-a1ce-d80e199a29b2,SPLIT,2007,IND-000360,Hazaribag,Bihar,IND-000762,Hazaribagh,Jharkhand,2072,3784,,5975.525882419854,,4291.408556556065,,,,,,0.0,,UNMEASURED,UNMEASURED,UNMEASURED,SPLIT_FROM,,1.00,NONE,No geometric data available for this lineage pair,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,-1684.1173258637882
05afed2e-bb89-49df-81de-7d1e6ae7e698,SPLIT,2012,IND-000559,South West,Delhi,IND-000556,New Delhi,Delhi,2945,2934,415.03411761464355,35.86031635357003,280.7043595052531,157.11028205164723,117.24648425387103,117.24648425387103,117.24648425387103,0.2824984242927557,0.1424393780933772,1.0,0.9832888073097434,AREA_WEIGHTED,MEASURED,MEASURED_NORMALIZED,FORMED_FROM,,1.00,PROPORTIONAL_APPORTIONMENT,Weights normalized (pre-normalization sum=1.983) due to overlapping target geometries detected in crosswalk_errors,149f2020-a4d9-4dff-a50f-44da4f58f1cd,280.7043595052531,408.0984025021546,17.08327385551945,-134.32975810939047,121.2499656980772
05bbbd6d-38ea-483c-a8b6-ba9f8a0dca8c,NEW_DISTRICT,2020,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
05ec14fc-0900-4074-aae4-6f1d071a40f2,NEW_DISTRICT,1973,IND-000341,Tuensang,Nagaland,IND-000402,Mon,Nagaland,1946,2326,6018.659594649014,21081.143788952166,3795.5896545157057,2223.058517373301,2222.969060351226,2222.969060351226,2222.969060351226,0.3693462016571916,0.16251206113048125,1.0,1.2727310150884303,AREA_WEIGHTED,MEASURED,MEASURED_NORMALIZED,FORMED_FROM,,1.00,PROPORTIONAL_APPORTIONMENT,Weights normalized (pre-normalization sum=2.273) due to overlapping target geometries detected in crosswalk_errors,149f2020-a4d9-4dff-a50f-44da4f58f1cd,3795.5896545157057,7660.134735369361,0.10087978208321147,-2223.0699401333086,-18858.085271578864
0615b53c-a108-4335-a439-b3f7515a7614,NEW_DISTRICT,1966,IND-000367,,,IND-000368,Kulu,Himachal Pradesh,,2121,,,8401.794323490636,5431.778141776359,,,,,,,,,UNMEASURED,UNMEASURED,FORMED_FROM,,1.00,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,8401.794323490636,0.0,,,5431.778141776359
06821f2f-ea96-45fc-b88e-17993bd3cf3f,SPLIT,2012,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
068bbd76-ca45-4289-8de9-401677229cbf,SPLIT,1979,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
06c0d543-b6fc-402a-9269-29f73641345d,SPLIT,1983,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
06f2add2-617c-4513-a87c-0262e7941a82,NEW_DISTRICT,2012,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
073f6657-8245-4773-897c-51c868d87e52,SPLIT,2004,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
07600426-793b-4f51-9864-292e8c8c1634,SPLIT,1998,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
07672b87-cd01-4597-a8ad-9ccf125488cc,NEW_DISTRICT,2014,IND-000314,Jalpaiguri,West Bengal,IND-000874,Alipurduar,West Bengal,1761,4137,6262.063523813318,,3399.184783762253,2749.769589662794,2734.3807768220045,2734.3807768220045,2734.3807768220045,,0.4366581026244346,0.9842727552624335,,AREA_WEIGHTED,MEASURED,MEASURED,FORMED_FROM,,1.00,NONE,Uniform spatial distribution assumed across district area; no ancillary data available for this build,149f2020-a4d9-4dff-a50f-44da4f58f1cd,3399.184783762253,0.0,128.4979632290606,-2862.878740051065,2749.769589662794
078f48f0-e028-4080-9a5c-c8f2c1f08481,NEW_DISTRICT,1997,IND-000686,Valsad,Gujarat,IND-000685,Navsari,Gujarat,3507,3501,5178.429151035631,,2968.0406386957825,2210.3677597710166,2210.330092146432,2210.330092146432,2210.330092146432,0.42683408958185504,0.2133328765096384,1.0,1.0007890793267893,AREA_WEIGHTED,MEASURED,MEASURED_NORMALIZED,FORMED_FROM,,1.00,PROPORTIONAL_APPORTIONMENT,Weights normalized (pre-normalization sum=2.001) due to overlapping target geometries detected in crosswalk_errors,149f2020-a4d9-4dff-a50f-44da4f58f1cd,2968.0406386957825,5182.515342423956,0.05842019341616833,-2210.388512339848,2210.3677597710166
07c1b9ef-1b88-47ec-a73b-160c7a598866,NEW_DISTRICT,2018,IND-000841,Tikamgarh,Madhya Pradesh,IND-000888,Niwari,Madhya Pradesh,4064,4184,5024.781801973254,,3717.3485244091794,1317.31913627127,1246.0303940633326,1246.0303940633326,1246.0303940633326,0.24797701535497738,0.12619611264551536,1.0,0.9650131066362111,AREA_WEIGHTED,MEASURED,MEASURED_NORMALIZED,FORMED_FROM,,1.00,PROPORTIONAL_APPORTIONMENT,Weights normalized (pre-normalization sum=1.965) due to overlapping target geometries detected in crosswalk_errors,149f2020-a4d9-4dff-a50f-44da4f58f1cd,3717.3485244091794,4848.980296891309,61.402883500742064,-1307.4332775640746,1317.31913627127
07c51b37-67b3-427b-b6c9-707dbe1c083a,SPLIT,2013,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
07c6c190-c97b-4720-bdf9-c1c3fed2965e,SPLIT,2012,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
07e4cab3-7f35-471e-b3cc-b070ae8f90eb,NEW_DISTRICT,1993,IND-000231,Phulabani,Orissa,IND-000644,Baudh,Orissa,1132,3293,11200.06889810001,,,3106.691806661081,3106.6078712780427,3106.6078712780427,3106.6078712780427,,0.2773739964943475,1.000055139174845,,AREA_WEIGHTED,MEASURED,MEASURED,FORMED_FROM,,1.00,NONE,Uniform spatial distribution assumed across district area; no ancillary data available for this build,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,8093.461026821967,,3106.691806661081
07f4de91-4b08-4313-8d25-490d83e9a6ba,SPLIT,1995,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
08126cfb-ac02-4539-b0a9-341f79057b68,NEW_DISTRICT,2016,IND-000753,Chandel,Manipur,IND-000871,Tengnoupal,Manipur,3756,4131,3261.919155083064,,2119.3248730280034,1142.328650637007,1111.3005640812157,1111.3005640812157,1111.3005640812157,0.34068918058544484,0.1149069090428441,1.0,1.964914672436413,AREA_WEIGHTED,MEASURED,MEASURED_NORMALIZED,FORMED_FROM,,1.00,PROPORTIONAL_APPORTIONMENT,Weights normalized (pre-normalization sum=2.965) due to overlapping target geometries detected in crosswalk_errors,149f2020-a4d9-4dff-a50f-44da4f58f1cd,2119.3248730280034,6409.3928081241,31.293717973845105,-1142.5942820550608,1142.328650637007
089f4409-b14d-4cdb-89dc-78819baa9a33,SPLIT,1973,IND-000117,Purnea,Bihar,IND-000359,Purnia,Bihar,635,2064,10980.479973380885,10980.479973380885,,7955.404411519088,,,,,,0.0,0.7081952189165401,UNMEASURED,UNMEASURED,UNMEASURED,SPLIT_FROM,,1.00,NONE,No geometric data available for this lineage pair,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,7776.323418557161,10980.479973380885,,-3025.075561861797
08ba2767-5a0e-4f5b-8b41-80d83960d2bd,SPLIT,1970,IND-000131,Tripura,Tripura,IND-000354,North Tripura,Tripura,693,2027,10370.715090609212,,,4316.269914408081,4316.157918375231,4316.157918375231,4316.157918375231,0.416187107703263,0.25343034298410694,1.0,0.6422149881609198,AREA_WEIGHTED,MEASURED,MEASURED_NORMALIZED,SPLIT_FROM,,1.00,PROPORTIONAL_APPORTIONMENT,Weights normalized (pre-normalization sum=1.642) due to overlapping target geometries detected in crosswalk_errors,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,6660.228669135868,6054.557172233981,,4316.269914408081
08fbbcc1-9b01-4f23-bd57-47cca900d702,NEW_DISTRICT,1973,IND-000318,Mokokchung,Nagaland,IND-000400,Zunheboto,Nagaland,1785,2313,4162.630923380044,,1603.3612857716737,1643.6841609009043,926.8614855459589,926.8614855459589,926.8614855459589,0.22266242254149934,0.22163584539710937,1.0,0.004631819110986646,AREA_WEIGHTED,MEASURED,MEASURED_NORMALIZED,FORMED_FROM,,1.00,PROPORTIONAL_APPORTIONMENT,Weights normalized (pre-normalization sum=1.005) due to overlapping target geometries detected in crosswalk_errors,149f2020-a4d9-4dff-a50f-44da4f58f1cd,1603.3612857716737,19.280553462895675,1632.4081520624113,-2559.2696376083704,1643.6841609009043
090a2a30-449d-4d44-b174-6d916b2f8a49,NEW_DISTRICT,1973,IND-000117,Purnea,Bihar,IND-000444,Katihar,Bihar,635,2563,10980.479973380885,,,3025.0575983286535,3024.980857427464,3024.980857427464,3024.980857427464,0.2754871248579923,0.16127379459165445,1.0,0.7081952189165401,AREA_WEIGHTED,MEASURED,MEASURED_NORMALIZED,FORMED_FROM,,1.00,PROPORTIONAL_APPORTIONMENT,Weights normalized (pre-normalization sum=1.708) due to overlapping target geometries detected in crosswalk_errors,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,7776.323418557161,7955.499115953421,,3025.0575983286535
090cd293-9588-4266-a8e8-4187f57e0dd0,NEW_DISTRICT,1991,IND-000360,Hazaribag,Bihar,IND-000623,Chatra,Jharkhand,2072,3204,,,,3784.1655567055273,,,,,,0.0,,UNMEASURED,UNMEASURED,UNMEASURED,FORMED_FROM,,1.00,NONE,No geometric data available for this lineage pair,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,3784.1655567055273
091cf6ff-fb4c-4670-8e44-0333ee33ab19,RENAME,2011,,,,,,,,,,,,,,,,,,,,,NON_SPATIAL,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
094b5618-692d-42f3-95af-11a67cf687dd,SPLIT,1991,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0971cd6b-f135-47f8-b914-ce14659a2d82,SPLIT,1981,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
09924361-de6d-4cfb-a5f8-ec18340a9525,NEW_DISTRICT,2016,IND-000811,,,IND-000822,Rajanna Sircilla,Telangana,,4005,,,2134.0460571576646,1790.2006229066897,,,,,,,,,UNMEASURED,UNMEASURED,FORMED_FROM,,1.00,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,2134.0460571576646,0.0,,,1790.2006229066897
099a3a41-8311-4035-ab39-ba8031b0a7c6,SPLIT,1983,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
09dca6c3-ba5b-4a46-a4cf-84d5c3cd98df,SPLIT,1998,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0a2928b3-9b6b-450a-b9c3-b71472e1d830,SPLIT,1982,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0aab1525-5678-4cdc-b99a-5d8c63bcd364,NEW_DISTRICT,2006,IND-000317,Jammu,Jammu and Kashmir,IND-000731,Samba,Jammu and Kashmir,1780,3683,3718.2779960789117,,2253.2784025680976,788.3985396964733,738.0234921330849,738.0234921330849,738.0234921330849,,0.19848529155468292,0.7618953809356039,,AREA_WEIGHTED,MEASURED,LOW_COVERAGE,FORMED_FROM,,1.00,NONE,Uniform spatial distribution assumed across district area; no ancillary data available for this build,149f2020-a4d9-4dff-a50f-44da4f58f1cd,2253.2784025680976,0.0,726.9761013777293,-1464.999593510814,788.3985396964733
0ac53694-1003-43f9-b130-fd008e1394df,SPLIT,2012,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0ad75e94-a14b-467d-820b-a25c432e4e5b,SPLIT,1997,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0add88ea-b4f2-418b-a228-dc650b58d9be,SPLIT,2016,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0aee44d9-4a09-44d0-b5f5-6706cbbe1d8c,NEW_DISTRICT,1990,IND-000124,Singhbhum,Bihar,IND-000632,Purbi Singhbhum,Jharkhand,658,3244,13468.991605306794,,,13469.032827303636,13468.933370871073,13468.933370871073,13468.933370871073,0.999995676407156,0.1980430375684011,1.0,4.049385672353023,AREA_WEIGHTED,MEASURED,MEASURED_NORMALIZED,FORMED_FROM,,1.00,PROPORTIONAL_APPORTIONMENT,Weights normalized (pre-normalization sum=5.049) due to overlapping target geometries detected in crosswalk_errors,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,54541.14162757248,0.05823443572080578,,13469.032827303636
0b064fac-c400-4023-b045-5c3e1e5f3b29,SPLIT,2004,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0b440c4d-9646-4b09-9862-97c102098b57,SPLIT,1974,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0b509387-7355-43b5-9ba0-d81eae13ad22,NEW_DISTRICT,1997,IND-000116,Delhi,Delhi,IND-000595,North,Sikkim,633,3089,1467.8300703301863,4283.592764609291,,,,,,,,0.0,0.09796757451034721,UNMEASURED,UNMEASURED,UNMEASURED,FORMED_FROM,,1.00,NONE,No geometric data available for this lineage pair,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,143.79975178360073,1467.8300703301863,,
0b71a670-920d-4278-b014-d7a5c5f35fc4,SPLIT,2017,IND-000602,Upper Subansiri,Arunachal Pradesh,IND-000890,Kamle,Arunachal Pradesh,3117,4189,6736.204796401924,13408.958841883028,6402.6845806038955,13408.958841883028,,,,,,0.0,0.8625551309658401,UNMEASURED,UNMEASURED,UNMEASURED,FORMED_FROM,,1.00,NONE,No geometric data available for this lineage pair,149f2020-a4d9-4dff-a50f-44da4f58f1cd,6402.6845806038955,5810.348010373182,333.5202157980284,-333.5202157980284,0.0
0bcacd7a-a116-4224-90c4-ee028f75d1cb,SPLIT,1991,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0c159886-6d3a-4135-b0cd-d8765ac2f5bc,SPLIT,1973,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0c54624c-1cc8-4cb8-8306-edc8451a5426,NEW_DISTRICT,1958,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0c6f5af7-4864-4f6f-ab43-4a238fcd36f0,SPLIT,1984,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0c94727f-67d3-42bf-83f8-ae68070d8839,RENAME,2011,,,,,,,,,,,,,,,,,,,,,NON_SPATIAL,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0cdca7d0-0c22-40aa-9b75-1dfae314cd0d,NEW_DISTRICT,2017,,,,,,,,,,,,,,,,,,,,,UNMEASURED,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
0ce84210-38a0-40fb-8cc4-4f9f08d3d343,NEW_DISTRICT,1997,IND-000697,Bijapur,Karnataka,IND-000696,Bagalkot,Karnataka,3572,3564,17080.889373353533,,10495.741529199904,6585.251999009194,6584.946393284519,6584.946393284519,6584.946393284519,0.38551542893060026,0.07157307071942516,1.0,4.386319534086586,AREA_WEIGHTED,MEASURED,MEASURED_NORMALIZED,FORMED_FROM,,1.00,PROPORTIONAL_APPORTIONMENT,Weights normalized (pre-normalization sum=5.386) due to overlapping target geometries detected in crosswalk_errors,149f2020-a4d9-4dff-a50f-44da4f58f1cd,10495.741529199904,74922.23871791258,0.20145086910997634,-6585.147844153629,6585.251999009194
0d2afe3f-8189-4318-8ea3-0dd0d1dfb3ab,SPLIT,1969,IND-000130,Manipur,Manipur,IND-000346,Manipur South,Manipur,691,1980,22478.364538398026,,,4859.794302034519,4859.794302034519,4859.794302034519,4859.794302034519,0.2161987494122588,0.12398031700822223,1.0,0.7438151041178636,AREA_WEIGHTED,MEASURED,MEASURED_NORMALIZED,SPLIT_FROM,,1.00,PROPORTIONAL_APPORTIONMENT,Weights normalized (pre-normalization sum=1.744) due to overlapping target geometries detected in crosswalk_errors,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,16719.74705952782,17618.570236363506,,4859.794302034519
0d878470-4f4d-47ed-84d9-adfb86691a70,NEW_DISTRICT,1965,IND-000218,Salem,Madras,IND-000350,Dharmapuri,Tamil Nadu,1060,2002,18298.56165499695,,,9583.864306877003,9583.665418611326,9583.665418611326,9583.665418611326,0.5237387287210211,0.21267505970735628,1.0,1.462624105721153,AREA_WEIGHTED,MEASURED,MEASURED_NORMALIZED,FORMED_FROM,,1.00,PROPORTIONAL_APPORTIONMENT,Weights normalized (pre-normalization sum=2.463) due to overlapping target geometries detected in crosswalk_errors,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,26763.917376623296,8714.896236385623,,9583.864306877003
0dd8891d-043d-4532-aa25-2afd3b1d2585,NEW_DISTRICT,1997,IND-000295,Gonda,Uttar Pradesh,IND-000578,Balrampur,Uttar Pradesh,1607,3019,7367.872464736304,,3950.46515896033,3417.403362851812,3417.403087284927,3417.403087284927,3417.403087284927,,0.46382495131954427,1.000029556292878,,AREA_WEIGHTED,MEASURED,MEASURED,FORMED_FROM,,1.00,NONE,Uniform spatial distribution assumed across district area; no ancillary data available for this build,149f2020-a4d9-4dff-a50f-44da4f58f1cd,3950.46515896033,0.0,0.00421849104714056,-3417.4073057759742,3417.403362851812
0e4acfbe-ae21-430c-b977-746f67ee8368,RENAME,1991,,,,,,,,,,,,,,,,,,,,,NON_SPATIAL,UNMEASURED,,,,,,149f2020-a4d9-4dff-a50f-44da4f58f1cd,0.0,0.0,,,
