district_id,district_name,state,parent_district,child_district,event_type,effective_year,source,confidence_score
7e8c1bc3333d,Mau,Uttar Pradesh,Azamgarh,Mau,NEW_DISTRICT,1988,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
de6bc5836fb1,Siddharthnagar,Uttar Pradesh,Basti,Siddharthnagar,NEW_DISTRICT,1988,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
ce12985785a8,Firozabad,Uttar Pradesh,Mainpuri And Agra,Firozabad,NEW_DISTRICT,1989,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
8ae0170c4100,Maharajganj,Uttar Pradesh,Gorakhpur,Maharajganj,NEW_DISTRICT,1989,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
290d9cc8270b,Sonbhadra,Uttar Pradesh,Mirzapur,Sonbhadra,NEW_DISTRICT,1989,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
c13cb04df863,Kushinagar,Uttar Pradesh,Deoria,Kushinagar,NEW_DISTRICT,1994,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
d955ef6b79d0,Sant Ravidas Nagar,Uttar Pradesh,Varanasi,Sant Ravidas Nagar,NEW_DISTRICT,1994,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
44798eff1f9e,Ambedkar Nagar,Uttar Pradesh,Faizabad,Ambedkar Nagar,NEW_DISTRICT,1995,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
f8280a0931dd,Mahoba,Uttar Pradesh,Lalitpur,Mahoba,NEW_DISTRICT,1995,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
6b8845a92d5f,Auraiya,Uttar Pradesh,Etawah,Auraiya,NEW_DISTRICT,1997,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
1fd8474c69d3,Baghpat,Uttar Pradesh,Meerut,Baghpat,NEW_DISTRICT,1997,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
f0e994541d4c,Balrampur,Uttar Pradesh,Gonda,Balrampur,NEW_DISTRICT,1997,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
351c8324cb7d,Chandauli,Uttar Pradesh,Varanasi,Chandauli,NEW_DISTRICT,1997,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
b55a9427e58c,Gautam Buddha Nagar,Uttar Pradesh,Bulandshahr And Ghaziabad,Gautam Buddha Nagar,NEW_DISTRICT,1997,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
ea0e371c4768,Hathras,Uttar Pradesh,Aligarh,Hathras,NEW_DISTRICT,1997,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
b9590c9d7f48,Jyotiba Phule Nagar,Uttar Pradesh,Moradabad,Jyotiba Phule Nagar,NEW_DISTRICT,1997,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
f9a485717cf4,Kannauj,Uttar Pradesh,Farrukhabad,Kannauj,NEW_DISTRICT,1997,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
5a5c467ee150,Kaushambi,Uttar Pradesh,Allahabad,Kaushambi,NEW_DISTRICT,1997,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
49f3f9a47142,Sant Kabir Nagar,Uttar Pradesh,Basti,Sant Kabir Nagar,NEW_DISTRICT,1997,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
2aef0f747671,Shrawasti,Uttar Pradesh,Bahraich,Shrawasti,NEW_DISTRICT,1997,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
b6d8607f32b9,Chitrakoot,Uttar Pradesh,Banda,Chitrakoot,NEW_DISTRICT,1998,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
f4ba249a229f,Kanshiram Nagar/Kasganj,Uttar Pradesh,Etah,Kanshiram Nagar/Kasganj,NEW_DISTRICT,2008,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
7347d9d51ec5,Amethi,Uttar Pradesh,Sultanpur And Raebareli,Amethi,NEW_DISTRICT,2010,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
50313bb70835,Bhimnagar/Sambhal,Uttar Pradesh,Moradabad And Badaun,Bhimnagar/Sambhal,NEW_DISTRICT,2011,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
9ebf1cb1621c,Panchsheel Nagar/Hapur,Uttar Pradesh,Ghaziabad,Panchsheel Nagar/Hapur,NEW_DISTRICT,2011,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
8deb17cf7443,Prabuddhanagar/Shamli,Uttar Pradesh,Muzaffarnagar,Prabuddhanagar/Shamli,NEW_DISTRICT,2011,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
84c11a7ff072,Chamoli,Uttarakhand,Garhwal,Chamoli,NEW_DISTRICT,1960,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
5b8b7deccc23,Pithoragarh,Uttarakhand,Almora,Pithoragarh,NEW_DISTRICT,1960,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
4521f53c05e5,Uttar Kashi,Uttarakhand,Tehri Garhwal,Uttar Kashi,NEW_DISTRICT,1960,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
dfcedec5b532,Hardwar,Uttarakhand,Saharanpur,Hardwar,NEW_DISTRICT,1988,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
1bcb1ad87a59,Udham Singh Nagar,Uttarakhand,Nainital,Udham Singh Nagar,NEW_DISTRICT,1995,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
4f15d8ea7741,Bageshwar,Uttarakhand,Almora,Bageshwar,NEW_DISTRICT,1997,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
83a6cbe0a671,Champawat,Uttarakhand,Pithoragarh,Champawat,NEW_DISTRICT,1997,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
141dd357c778,Rudraprayag,Uttarakhand,Chamoli,Rudraprayag,NEW_DISTRICT,1997,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
79dcb92f0837,North Twenty Four Parganas,West Bengal,Twenty Four Parganas,North Twenty Four Parganas,NEW_DISTRICT,1981,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
595af4035b7a,South Twenty Four Parganas,West Bengal,Twenty Four Parganas,South Twenty Four Parganas,NEW_DISTRICT,1981,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
b7defe1e10db,Dakshin Dinajpur,West Bengal,West Dinajpur,Dakshin Dinajpur,NEW_DISTRICT,1992,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
2f58b8e20198,Uttar Dinajpur,West Bengal,West Dinajpur,Uttar Dinajpur,NEW_DISTRICT,1992,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
55e0a04cea78,Paschim Medinipur,West Bengal,Medinipur,Paschim Medinipur,NEW_DISTRICT,2002,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
0ccf63a35e14,Purba Medinipur,West Bengal,Medinipur,Purba Medinipur,NEW_DISTRICT,2002,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
9058669ed917,Alipurduar,West Bengal,Jalpaiguri,Alipurduar,NEW_DISTRICT,2014,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
1f8e15b6fd2c,Jhargram,West Bengal,Paschim Medinipur,Jhargram,NEW_DISTRICT,2017,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
9307bde91935,Kalimpong,West Bengal,Darjiling,Kalimpong,NEW_DISTRICT,2017,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
a6cdc69706d2,Pashchim Barddhaman,West Bengal,Barddhaman,Pashchim Barddhaman,NEW_DISTRICT,2017,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
84db65100cb1,Purba Barddhaman,West Bengal,Barddhaman,Purba Barddhaman,NEW_DISTRICT,2017,1grK3qO2fTYxLo1Eo4byTIz00gyd5fBhd.csv,1.0
37861216027d,Prakasam,Andhra Pradesh,Ongole,Prakasam,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
9d12d298538b,Sri Potti Sriramulu,Andhra Pradesh,Nellore,Sri Potti Sriramulu,RENAME,2001,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
ef65409ba557,Ysr,Andhra Pradesh,Cudappah,Ysr,RENAME,2001,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
d1561827142d,Siang Frontier Division,Arunachal Pradesh,Abor Hills,Siang Frontier Division,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
686b309df462,Lohit Frontier Division,Arunachal Pradesh,Mishmi Hills,Lohit Frontier Division,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
6fb99b896e3f,Tirap Frontier Division,Arunachal Pradesh,Tirap Frontier Tract,Tirap Frontier Division,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
d735c92df7f8,Kameng,Arunachal Pradesh,Kameng Frontier,Kameng,RENAME,1961,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
2a477a4fd6f3,Subansiri,Arunachal Pradesh,Subansiri Frontier,Subansiri,RENAME,1961,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
3a617e5c7535,Siang,Arunachal Pradesh,Siang Frontier Division,Siang,RENAME,1961,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
a81385c4fd55,Tirap,Arunachal Pradesh,Tirap Frontier Division,Tirap,RENAME,1961,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
66e2657f2668,Lohit,Arunachal Pradesh,Lohit Frontier Division,Lohit,RENAME,1961,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
38d00acb3eb1,Karbi Anglong,Assam,Mikir Hills,Karbi Anglong,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
aa48580f9c17,Nagaon,Assam,Nowgong,Nagaon,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
d0662873dcc9,Dima Hasao,Assam,North Cachar Hills,Dima Hasao,RENAME,2001,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
ea4a7ab83d21,Baksa,Assam,Barpeta,Baksa,RENAME,2001,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
4a146df6a800,Munger,Bihar,Monghyr,Munger,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
6b8fcc9d002d,Dakshin Bastar Dantewada,Chhattisgarh,Dantewada,Dakshin Bastar Dantewada,RENAME,2001,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
546496a5ba93,Uttar Bastar Kanker,Chhattisgarh,Kanker,Uttar Bastar Kanker,RENAME,2001,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
db9dbc6359c1,Kabeerdham,Chhattisgarh,Kawardha,Kabeerdham,RENAME,2001,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
b7f70b880355,Surendranagar,Gujarat,Zalawad,Surendranagar,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
4b163d0411b1,Rajkot,Gujarat,Central Saurashtra,Rajkot,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
4ad51c1d8c32,Jamnagar,Gujarat,Halar,Jamnagar,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
eb16141783fe,Bhavnagar,Gujarat,Gohilwad,Bhavnagar,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
ceea77720cc2,Junagadh,Gujarat,Sorath,Junagadh,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
217d609d1bf1,Vadodara,Gujarat,Baroda,Vadodara,RENAME,1961,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
7e137e0276b9,Kheda,Gujarat,Kaira,Kheda,RENAME,1961,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
f031b84fa1fb,Bharuch,Gujarat,Broach,Bharuch,RENAME,1961,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
a17159b164be,Nuh,Haryana,Mewat,Nuh,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
e34c1231e150,Gurugram,Haryana,Gurgaon,Gurugram,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
dddd3c44b9e4,Leh (Ladakh),Jammu and Kashmir,Ladakh,Leh (Ladakh),RENAME,1991,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
b5eac9010a31,West Singhbhum,Jharkhand,Pashchimi Singhbhum,West Singhbhum,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
9e8fd2d930b9,East Singhbhum,Jharkhand,Purbi Singhbhum,East Singhbhum,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
4c55040ede63,North Kanara,Karnataka,Kanara,North Kanara,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
d3bc9eb42a46,Dakshin Kannad,Karnataka,South Kanara,Dakshin Kannad,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
8b4903164b69,Uttar Kannad,Karnataka,North Kanara,Uttar Kannad,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
a86bf2ebf50d,Uttara Kannada,Karnataka,Uttar Kannad,Uttara Kannada,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
588006137b1b,Dakshina Kannada,Karnataka,Dakshin Kannad,Dakshina Kannada,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
09e815bdfcb0,Belgavi,Karnataka,Belgaum,Belgavi,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
0ed791169340,Kalaburagi,Karnataka,Gulbarga,Kalaburagi,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
b4b5d3a29c29,Ballari,Karnataka,Bellary,Ballari,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
f6c25108ea99,Vijayapura,Karnataka,Bijapur,Vijayapura,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
cea680d5d2c2,Shivamogga,Karnataka,Shimoga,Shivamogga,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
661ed637c6d5,Chikkamagaluru,Karnataka,Chikmagalur,Chikkamagaluru,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
29445a0bccaf,Ramanagaram,Karnataka,Ramanagara,Ramanagaram,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
c9a828051ada,Mysuru,Karnataka,Mysore,Mysuru,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
63fe1fd12e37,Chamarajanagar,Karnataka,Chamrajnagar,Chamarajanagar,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
b9f7ec8d6690,Tumakuru,Karnataka,Tumkur,Tumakuru,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
3efa55702940,Bengaluru South,Karnataka,Ramanagaram,Bengaluru South,RENAME,2021,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
63c48429af94,Thiruvananthapuram,Kerala,Trivandrum,Thiruvananthapuram,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
a1f4cc1245a2,Alappuzha,Kerala,Alleppey,Alappuzha,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
f25b1d9e02c8,Thrissur,Kerala,Trichur,Thrissur,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
b9066945308c,Kannur,Kerala,Cannanore,Kannur,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
0a16d126b211,Palakkad,Kerala,Palghat,Palakkad,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
0cd6be3100b1,Kollam,Kerala,Quilon,Kollam,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
16848e7bad2d,Leh (Ladakh),Ladakh,Ladakh,Leh (Ladakh),RENAME,1991,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
d94fa744527c,Gwalior,Madhya Pradesh,Gird,Gwalior,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
9c49eee1845e,Vidisha,Madhya Pradesh,Bhilsa,Vidisha,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
9d5968cfb76c,Khargone,Madhya Pradesh,West Nimar,Khargone,RENAME,1961,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
3df848b603c1,Khandwa,Madhya Pradesh,East Nimar,Khandwa,RENAME,1961,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
b494c5c475ba,West Nimar,Madhya Pradesh,Khargone,West Nimar,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
7914cccd8778,East Nimar,Madhya Pradesh,Khandwa,East Nimar,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
83b4d2285e93,Khargone (West Nimar),Madhya Pradesh,West Nimar,Khargone (West Nimar),RENAME,2001,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
07164b0b3805,Khandwa (East Nimar),Madhya Pradesh,East Nimar,Khandwa (East Nimar),RENAME,2001,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
cd559a2cc047,Narmadapuram,Madhya Pradesh,Hoshangabad,Narmadapuram,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
02744a87ca4c,Dhule,Maharashtra,West Khandesh,Dhule,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
826ec43a31c9,Jalgaon,Maharashtra,East Khandesh,Jalgaon,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
0228cd9f7d7f,Satara,Maharashtra,Satara North,Satara,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
2d030759ad09,Sangli,Maharashtra,Satara South,Sangli,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
5508e00a1cf4,Chandrapur,Maharashtra,Chanda,Chandrapur,RENAME,1961,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
76bd3784bc10,Bid,Maharashtra,Bhir,Bid,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
5fa77e12a84d,Raigarh,Maharashtra,Kolaba,Raigarh,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
1a6e377be658,Pune,Maharashtra,Poona,Pune,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
02744a87ca4c,Dhule,Maharashtra,Dhulia,Dhule,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
0f8b188553a3,Sambhaji Nagar,Maharashtra,Aurangabad,Sambhaji Nagar,RENAME,2021,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
099153fa558a,Dharashiv,Maharashtra,Osmanabad,Dharashiv,RENAME,2021,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
ac76394d6649,Senapati,Manipur,Manipur North,Senapati,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
0b6765597eed,Churachandpur,Manipur,Manipur South,Churachandpur,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
4ed639b38c94,Ukhrul,Manipur,Manipur East,Ukhrul,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
a33082c987b7,Tamenglong,Manipur,Manipur West,Tamenglong,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
61cd034b306c,Chandel,Manipur,Tengnoupal,Chandel,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
a6e17e949a98,Mizo Hills,Mizoram,Lushai Hills,Mizo Hills,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
70a0ac98cf27,Mizoram,Mizoram,Mizo Hills,Mizoram,RENAME,1961,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
b5e8b448052d,Kohima,Nagaland,Naga Hills,Kohima,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
71750ba6571d,Baudh Khondmals,Odisha,Phulbani,Baudh Khondmals,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
5faeb3da35f4,Phulabani,Odisha,Baudh Khondmals,Phulabani,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
52231ffb5b63,Baleshwar,Odisha,Balasore,Baleshwar,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
a69d1058858f,Subarnapur,Odisha,Sonapur,Subarnapur,RENAME,2001,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
ddb46034c555,Puducherry,Puducherry,Pondicherry,Puducherry,RENAME,2001,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
37bbd047cc3c,Jalandhar,Punjab,Jullundur,Jalandhar,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
28fa4a64202f,Rupnagar,Punjab,Ropar,Rupnagar,RENAME,1971,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
b58a4c6c017c,Shahid Bhagat Singh Nagar,Punjab,Nawanshahr,Shahid Bhagat Singh Nagar,RENAME,2001,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
398efad6bda3,Sas Nagar,Punjab,Sahibzada Ajit Singh Nagar,Sas Nagar,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
5a3295cfcc05,Sri Muktsar Sahib,Punjab,Muktsar,Sri Muktsar Sahib,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
27e753de6cbb,Chittaurgarh,Rajasthan,Chitorgarh,Chittaurgarh,RENAME,1961,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
a4561b05f177,Gangtok,Sikkim,East,Gangtok,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
d3ec1c3a6332,Gyalshing,Sikkim,West,Gyalshing,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
ca93014544e3,Mangan,Sikkim,North,Mangan,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
e5fc3cb5d705,Namchi,Sikkim,South,Namchi,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
f1c3807c6d83,Thanjavur,Tamil Nadu,Tanjore,Thanjavur,RENAME,1951,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
665bb7b05162,Chengalpattu,Tamil Nadu,Chingleput,Chengalpattu,RENAME,1961,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
cdc9644b5d55,Kanniyakumari,Tamil Nadu,Kanyakumari,Kanniyakumari,RENAME,1961,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
e4c32cbc0038,Chengalpattu Mgr,Tamil Nadu,Chengalpattu,Chengalpattu Mgr,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
5d829792b11a,North Arcot Ambedkar,Tamil Nadu,North Arcot,North Arcot Ambedkar,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
c03c86a43468,Tirunelveli Kattabomman,Tamil Nadu,Tirunelveli,Tirunelveli Kattabomman,RENAME,1981,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
115049b233bf,Vellore,Tamil Nadu,North Arcot Ambedkar,Vellore,RENAME,1991,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
95eee177361e,Tiruvanamalai,Tamil Nadu,Tiruvannamalai Sambuvarayar,Tiruvanamalai,RENAME,1991,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
d6236b40d8ab,Sivaganga,Tamil Nadu,Pasumpon Muthuramalinga Thevar,Sivaganga,RENAME,1991,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
2d9d54a396fd,Virudhunagar,Tamil Nadu,Kamarajar,Virudhunagar,RENAME,1991,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
7892d4f78998,Toothukudi,Tamil Nadu,Chidambaranar,Toothukudi,RENAME,1991,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
f2c78d7363ab,Tirunelveli,Tamil Nadu,Tirunelveli Kattabomman,Tirunelveli,RENAME,1991,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
ea044530cd85,Dindigul,Tamil Nadu,Dindigul Anna,Dindigul,RENAME,1991,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
f998bd4522a6,Erode,Tamil Nadu,Periyar,Erode,RENAME,1991,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
27348e2d6387,The Nilgiris,Tamil Nadu,Nilgiri,The Nilgiris,RENAME,1991,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
e2a2f68bff60,Chennai,Tamil Nadu,Madras,Chennai,RENAME,1991,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
ceef75ac9135,Warangal,Telangana,Warangal Rural,Warangal,RENAME,2011,1leFw9XprN5ltCnKyfgkAQK5aJsS8Avow.csv,1.0
